Frequency (Hz),Trace 1 (dB),Phase (deg),Trace 2 (dB),Phase (deg)
0,-64.17651410969052,0,-58.57411748137275,0
1.586977541601664,-64.44111826063551,1.824411284382274,-58.73562571015563,2.521006193184809
3.173955083203328,-67.70984762824656,1.381878250265863,-62.05893227255298,5.129696193083221
4.760932624804992,-76.56634956382491,4.714511586491064,-72.00640938982811,17.0453726038751
6.347910166406656,-84.81985880618245,44.02927925465899,-81.39533460407704,60.61696054453802
7.93488770800832,-85.3565696374625,66.32572301787968,-82.97783955562544,58.71766820889372
9.521865249609984,-86.54002916753116,78.5887987275554,-87.05265732852544,70.15338636699076
11.10884279121165,-85.91576413283205,95.63553521806438,-88.47581684658431,100.340743393044
12.69582033281331,-88.43074153155909,117.0161009320612,-88.81771942358677,113.6496096973842
14.28279787441498,-100.0835485994654,101.0835131068083,-93.07914989334316,124.4321300755177
15.86977541601664,-88.80602495984948,5.9306944905575,-100.1830672690281,142.875275149382
17.45675295761831,-84.99996056085025,179.4048517030666,-94.28910208633749,41.95190132916607
19.04373049921997,-86.6719583729797,10.70918540095844,-87.86604972587347,46.95915102072389
20.63070804082163,-91.86545438815345,70.8607453592991,-85.71995124191642,41.43132708969514
22.2176855824233,-84.06459129635772,164.7502551840321,-82.78747285686165,43.79554511365966
23.80466312402496,-78.03602316496539,176.535162399926,-81.11356783719316,43.97780514183015
25.39164066562662,-77.40078730639217,176.3403628478871,-81.56158152298673,39.06151367389928
26.97861820722829,-79.97751847789169,176.286781263005,-81.5981334087006,41.49617436810124
28.56559574882995,-83.69104441943655,171.081954420577,-81.98534570001468,52.93639971811396
30.15257329043162,-85.98319219231691,144.4588812320359,-84.73084003538,68.45533337694529
31.73955083203328,-85.74160209522836,116.0128822740599,-87.91184666789718,92.37446207174382
33.32652837363494,-85.34500243597969,115.6741168619606,-92.18780005647071,122.744143203956
34.91350591523661,-85.95570273355642,132.3615352470835,-97.84508999657919,13.71345117939619
36.50048345683827,-91.04149535760335,139.1554758512852,-95.28755344971393,69.9472323687425
38.08746099843994,-102.5443458726302,68.34959721457598,-95.79879640667477,77.48016319361014
39.6744385400416,-94.21888777718803,2.297069803375643,-98.48754762065212,177.9349850881688
41.26141608164326,-90.31731170149401,177.7658081560023,-96.89891309172218,143.9920940808101
42.84839362324493,-92.05580408062069,162.8813528799641,-109.8000444819273,121.8175170848425
44.43537116484659,-93.33848021543004,108.8452930988744,-91.51204646284464,84.01080680197568
46.02234870644826,-91.94361761407484,96.8234090371465,-84.6732255878276,69.83519049494583
47.60932624804992,-91.86833099490809,111.5503719886997,-82.61542472644027,59.77362337076141
49.19630378965159,-89.74897189844958,148.5084119668544,-82.94873586598678,46.97913092129616
50.78328133125325,-85.53040885247732,161.2872918434893,-85.34367372854349,36.38362273258552
52.37025887285491,-84.52827122137978,149.9570467643896,-91.20289107002375,14.02000611900398
53.95723641445657,-84.99324058881794,132.2371320787175,-97.28214355040338,117.2234664921879
55.54421395605824,-85.24818009865945,118.4251862629582,-96.35454990587402,69.382565233438
57.13119149765991,-87.89634171878743,95.79508325691604,-94.83242751123245,84.29233076859802
58.71816903926157,-89.01189032850554,30.16776476411842,-91.37841116972842,84.69799141118705
60.30514658086324,-85.13026702706395,0.2275708735992095,-92.9535292967721,53.5626361715485
61.8921241224649,-81.75174672071586,1.463168826168866,-92.22428021880523,142.1625535648071
63.47910166406656,-79.91345571176105,7.511399788012167,-85.28181365862531,110.6013940940291
65.06607920566823,-80.70821367624166,12.67174916525432,-83.96773876978408,103.5390016570317
66.65305674726989,-80.84015414204131,17.01031762277326,-84.96004299074875,94.68243567099206
68.24003428887156,-80.97260442289735,16.39589247702901,-87.57012787790467,75.50557053965798
69.82701183047323,-80.49587835309651,6.103056137023791,-93.95205915119644,8.816421991105102
71.41398937207488,-77.74438863664103,172.3391196648386,-93.87393748378913,139.8045914077512
73.00096691367655,-76.90432907689561,165.9209422829978,-104.4498982783155,8.347232282769795
74.5879444552782,-78.35775648092608,166.1645894060515,-89.16976517228542,176.9624888319455
76.17492199687987,-80.16283709844384,169.8075977754897,-85.40577940731654,177.6809297580635
77.76189953848154,-83.46604073419252,4.455640478094547,-83.66853825673083,9.948164854455236
