Time (s),Channel 1 (V),Channel 2 (V)
-0.0009366496390658173,-0.02140850551226159,0.0270238177673297
-0.0009361596390658172,-0.01692591543967214,0.02634313751208809
-0.0009356696390658175,-0.01347776922999073,0.02770449802257193
-0.0009351796390658174,-0.009339993778371148,0.02804483815019304
-0.0009346896390658172,-0.007615920673527146,0.029065858533057
-0.0009341996390658175,-0.002098886738039392,0.03042721904354021
-0.0009337096390658174,0.002383703334550996,0.02838517827781415
-0.0009332196390658173,0.005142220302297384,0.02872551840543527
-0.0009327296390658172,0.009624810374886831,0.03144823942640495
-0.0009322396390658175,0.01307295658456824,0.03314994006450974
-0.0009317496390658174,0.01858999052006102,0.03383062031975197
-0.0009312596390658172,0.0220381367297462,0.03383062031975243
-0.0009307696390658175,0.02686554142329798,0.03485164070261484
-0.0009302796390658174,0.03031368763298316,0.03417096044737308
-0.0009297896390658173,0.03445146308460274,0.02974653878829861
-0.0009292996390658176,0.03720998005234787,0.02634313751208902
-0.0009288096390658175,0.04203738474590531,0.02668347763970859
-0.0009283196390658173,0.04479590171365169,0.02668347763970859
-0.0009278296390658172,0.046864789439464,0.02634313751208809
-0.0009273396390658175,0.05238182337495174,0.02770449802257131
-0.0009268496390658174,0.05617478420560554,0.02804483815019304
-0.0009263596390658173,0.060312559657227,0.02940619866067734
-0.0009258696390658176,0.06445033510884281,0.02906585853305654
-0.0009253796390658175,0.06755366669755938,0.02804483815019304
-0.0009248896390658173,0.07376032987498876,0.02872551840543527
-0.0009243996390658172,0.07720847608467252,0.02872551840543542
-0.0009239096390658175,0.07893254918951245,0.02906585853305622
-0.0009234196390658174,0.08238069539919622,0.02872551840543527
-0.0009229296390658173,0.08686328547178629,0.02906585853305669
-0.0009224396390658176,0.09169069016533808,0.0297465387882983
-0.0009219496390658174,0.09548365099599156,0.03280959993688862
-0.0009214596390658173,0.09824216796373794,0.03110789929878306
-0.0009209696390658172,0.1030695726572957,0.03076755917116195
-0.0009204796390658175,0.1065177188669755,0.03076755917116195
-0.0009199896390658174,0.1085866065927869,0.03314994006450974
-0.0009194996390658172,0.1134140112863461,0.03553232095785799
-0.0009190096390658176,0.1199654890847378,0.03655334134072041
-0.0009185196390658174,0.1223791914315188,0.03655334134072087
-0.0009180296390658173,0.1258273376412018,0.03757436172358421
-0.0009175396390658172,0.1306547423347586,0.03655334134071855
-0.0009170496390658175,0.1320340008186312,0.03144823942640417
-0.0009165596390658174,0.1361717762702507,0.02906585853305638
-0.0009160696390658172,0.1413439955847766,0.02940619866067734
-0.0009155796390658175,0.1444473271734885,0.02906585853305654
-0.0009150896390658174,0.1485851026251095,0.02974653878829861
-0.0009145996390658173,0.1523780634557608,0.03008687891591972
-0.0009141096390658176,0.1565158389073785,0.03076755917116164
-0.0009136196390658175,0.1599639851170633,0.03076755917116195
-0.0009131296390658173,0.1637569459477146,0.03076755917116195
-0.0009126396390658172,0.1682395360203042,0.03212891968164593
-0.0009121496390658175,0.1720324968509521,0.03110789929878352
-0.0009116596390658174,0.1761702723025734,0.03178857955402529
-0.0009111696390658173,0.1785839746493514,0.03349028019213085
-0.0009106796390658176,0.1820321208590329,0.03417096044737276
-0.0009101896390658175,0.1865147109316223,0.03451130057499419
-0.0009096996390658173,0.1889284132784004,0.03689368146834199
-0.0009092096390658172,0.1934110033509905,0.0389357222340682
-0.0009087196390658175,0.1982384080445423,0.03791470185120579
-0.0009082296390658174,0.2013417396332591,0.03791470185120532
-0.0009077396390658173,0.2041002566010073,0.04029708274455405
-0.0009072496390658176,0.2078932174316551,0.04233912351027887
-0.0009067596390658174,0.2130654367461813,0.04404082414838537
-0.0009062696390658173,0.2172032121978009,0.04642320504173315
-0.0009057796390658172,0.2220306168913586,0.04778456555221761
-0.0009052896390658175,0.2254787631010385,0.04778456555221761
-0.0009047996390658174,0.228926909310723,0.04778456555221761
-0.0009043096390658173,0.2323750555204072,0.04574252478649031
-0.0009038196390658176,0.2351335724881511,0.04438116427600709
-0.0009033296390658174,0.2389265333188036,0.04438116427600648
-0.0009028396390658173,0.2423746795284866,0.04642320504173315
-0.0009023496390658172,0.2468572696010762,0.04744422542459711
-0.0009018596390658175,0.2506502304317258,0.04880558593508095
-0.0009013696390658174,0.2540983766414088,0.05050728657318651
-0.0009008796390658172,0.2585809667139981,0.05220898721129286
-0.0009003896390658175,0.26168429830271,0.05391068784939687
-0.0008998996390658174,0.2665117029962675,0.0552720483598821
-0.0008994096390658173,0.2689254053430456,0.05697374899798766
-0.0008989196390658172,0.2734079954156349,0.0586754496360937
-0.0008984296390658175,0.2765113270043482,0.05969647001895657
-0.0008979396390658174,0.2799594732140311,0.0630998712951677
-0.0008974496390658172,0.2834076194237171,0.06446123180565387
-0.0008969596390658175,0.2899590972221088,0.0682049732094827
-0.0008964696390658174,0.291338355705985,0.07365041525142221
-0.0008959796390658173,0.2958209457785729,0.07739415665525445
-0.0008954896390658176,0.2996139066092224,0.08079755793146404
-0.0008949996390658175,0.301682794335034,0.08113789805908669
-0.0008945096390658173,0.3065101990285901,0.0835202789524345
-0.0008940196390658172,0.3096135306173064,0.08522197959053836
-0.0008935296390658175,0.3130616768269863,0.08147823818670953
-0.0008930396390658174,0.317889081520544,0.08147823818670782
-0.0008925496390658173,0.3199579692463557,0.08420095920767796
-0.0008920596390658176,0.3240957446979715,0.0869236802286444
-0.0008915696390658175,0.3278887055286246,0.0886253808667512
-0.0008910796390658173,0.3334057394641174,0.09236912227058344
-0.0008905896390658172,0.3361642564318654,0.09475150316393295
